67;179;1.3;400
179;19;1.5;400
19;166;2;400
67;214;0.5;400
214;32;1.3;400
32;132;0.6;400
132;164;0.8;400
132;208;2;400
208;148;0.9;400
148;156;1.1;400
148;163;0.25;400
163;164;0.45;400
164;162;0.6;400
162;206;0.5;400
206;51;0.6;400
206;23;1.2;400
208;12;0.45;400
156;155;0.35;400
155;89;1.2;400
12;41;0.5;240
41;248;0.65;240
12;151;0.45;240
151;161;0.4;240
161;119;0.5;240
119;148;0.4;240
248;142;0.45;240
142;150;0.45;240
150;152;0.35;240
152;151;0.45;240
152;155;0.35;240
155;158;0.5;240
158;157;0.3;240
158;153;0.4;240
158;154;0.3;240
158;159;0.3;240
159;160;0.4;240
159;148;1.2;240
142;125;0.5;240
125;223;0.45;240
223;89;0.35;240
89;154;1;240
154;252;0.8;240
252;162;0.5;240
154;266;0.4;400
266;210;0.5;400
266;190;0.35;400
166;20;0.45;400
20;93;0.3;400
93;182;0.6;400
182;166;0.8;400
182;169;1.3;400
169;43;1.5;400
43;7;1.4;400
7;92;0.8;400
92;0;1.3;400
0;144;1.7;400
144;122;1.6;400
122;3;2.5;400
3;267;2.4;400
92;267;0.8;400
267;236;0.25;400
267;117;0.65;400
117;27;0.6;240
117;172;3.1;400
172;25;2.2;400
25;98;0.85;400
98;166;1.2;400
98;248;1;400
98;64;0.95;400
64;54;0.55;400
54;58;0.4;400
54;69;0.85;400
69;269;0.4;400
269;146;0.25;400
269;231;1.15;400
69;4;0.85;400
4;125;0.55;400
231;89;0.9;400
231;265;0.5;400
265;190;0.8;400
190;22;1.2;400
22;23;0.5;400
22;24;1.05;400
24;217;1.3;400
24;217;1.6;400
24;181;2;400
181;251;2.4;400
251;29;1.6;400
29;190;1.5;400
54;249;1.8;400
249;250;0.7;400
250;204;1.9;400
204;44;0.4;400
44;191;4;400
191;232;2.5;400
232;45;1.6;400
45;44;0.5;400
45;270;0.65;400
270;259;0.4;400
259;213;0.6;400
213;172;1.3;400
172;173;0.55;400
173;249;0.8;400
232;170;0.7;240
170;200;0.35;240
200;34;0.75;240
34;53;0.4;240
34;247;0.6;240
247;45;0.3;240
34;244;0.45;240
244;259;0.75;240
259;172;2.2;240
249;94;1.7;400
94;271;0.7;240
271;13;0.35;240
271;110;0.5;240
13;52;0.55;240
94;16;0.55;240
16;192;0.8;240
94;139;0.5;240
139;192;0.6;240
139;185;0.3;240
185;183;0.5;240
183;66;1;240
66;272;1.25;240
272;31;0.3;240
31;260;0.35;240
260;185;0.35;240
192;272;1;240
94;192;1.2;400
192;273;0.3;400
273;209;1.1;400
209;66;0.6;400
66;274;0.5;400
274;183;0.6;400
274;110;0.4;400
110;52;0.65;400
110;94;1.1;400
192;124;0.7;400
273;124;0.5;400
124;216;0.6;400
216;145;1.6;400
145;275;0.4;400
275;243;1.8;400
243;95;0.7;400
95;193;0.6;400
193;264;1.1;400
193;62;2.3;400
62;275;0.35;400
62;33;0.5;400
33;101;0.6;400
62;60;1.8;400
60;167;0.8;400
167;40;0.8;400
40;66;1.5;400
66;205;1.05;400
205;52;1.6;400
205;91;1.2;400
91;189;1.9;400
189;69;0.8;400
205;226;1.1;400
226;39;0.5;400
39;276;0.4;400
276;255;0.4;400
276;49;3.8;400
49;231;1.2;400
265;70;1.1;400
70;276;3.7;400
251;220;1.1;400
220;14;1.1;400
14;255;2.1;400
255;127;1;400
255;127;1;400
127;109;1;400
127;56;0.7;400
56;239;0.8;400
127;281;0.5;400
282;281;0.6;400
281;280;0.4;400
280;239;0.6;400
280;279;0.4;400
279;278;0.6;400
279;277;0.6;400
277;175;0.3;400
175;279;0.7;400
282;278;0.25;400
282;241;1.2;400
282;256;0.7;400
278;228;1.2;400
228;177;0.45;400
228;224;0.7;400
224;167;0.9;400
277;207;2;400
175;285;1.25;400
285;21;0.4;400
285;188;0.8;400
188;283;0.4;400
283;284;0.5;400
284;207;0.3;400
284;128;0.3;400
128;35;0.4;400
35;60;0.3;400
258;194;0.9;400
187;239;0.5;400
39;42;1.2;240
42;241;0.5;240
241;28;0.45;240
28;238;0.2;240
241;2;0.2;240
241;177;0.5;240
39;256;1.6;240
175;197;1.1;240
175;218;0.6;240
218;138;0.35;240
138;21;0.4;240
21;88;0.8;240
88;207;0.85;240
207;258;0.35;240
258;128;0.25;240
35;211;0.3;240
211;26;0.3;240
194;253;0.6;240
253;137;0.4;240
203;137;0.35;240
203;101;0.55;240
137;147;0.45;240
147;15;0.4;240
15;33;0.45;240
263;186;4;400
186;174;3;400
174;68;6.2;400
68;171;0.8;240
171;36;0.8;240
36;68;0.9;240
68;245;0.8;240
245;171;1.1;240
171;121;0.6;240
36;196;0.4;240
196;96;0.4;240
96;50;0.35;240
171;50;0.5;240
263;50;0.5;240
171;104;1.5;240
171;215;3.2;240
50;165;2.2;240
165;104;1;240
36;5;1.6;240
5;149;1.1;240
149;106;1.7;240
106;130;1.8;240
130;68;1.8;240
106;57;0.9;240
57;140;2.5;240
140;1;0.65;240
1;202;0.9;240
202;140;0.5;240
140;46;1;240
46;233;2.8;240
233;133;2;240
133;140;2.3;240
133;215;2.8;240
233;199;0.6;240
199;174;0.4;240
199;37;2.3;240
37;186;1.3;240
37;97;2.3;240
97;165;3.7;240
97;222;1.6;240
165;235;1.25;240
235;38;1.7;240
38;111;0.8;240
111;9;0.7;240
235;9;2;240
9;10;0.5;240
9;131;0.8;240
10;131;0.7;240
131;168;0.8;240
168;234;1;240
234;235;0.85;240
168;48;1.7;240
194;225;0.7;400
225;116;0.7;400
116;201;0.5;400
201;194;1.1;400
201;120;0.8;400
120;112;2.5;400
239;180;3.2;400
239;141;2.5;400
180;141;0.75;400
180;115;0.65;400
112;107;0.7;400
107;230;2.6;400
107;90;1.1;400
90;47;0.7;400
47;230;0.7;400
230;134;1.25;400
134;178;0.85;400
178;118;0.8;400
118;123;0.6;400
123;178;0.9;400
123;63;0.5;400
63;261;0.7;400
230;262;1.2;400
262;59;0.9;400
59;126;0.75;400
126;198;0.6;400
126;71;1.15;400
71;227;2.8;400
71;242;0.8;400
242;126;1.2;400
180;141;0.8;240
141;108;0.65;240
108;105;0.45;240
105;212;0.55;240
212;180;0.35;240
114;105;0.5;240
114;113;0.25;240
113;115;0.35;240
115;184;0.25;240
184;254;0.25;240
254;219;0.25;240
219;246;0.25;240
246;18;0.25;240
18;227;0.9;240
18;227;1.4;240
227;221;1;240
221;180;0.4;240
227;99;0.9;240
99;112;1.6;240
6;55;1.6;240
55;8;0.4;240
55;134;0.55;240
61;261;2;240
261;74;0.35;240
261;178;0.8;240
178;30;0.35;240
30;73;0.3;240
178;72;0.5;240
72;230;0.75;240
230;262;1.15;240
262;84;0.3;240
262;86;0.6;240
86;83;0.35;240
83;78;0.75;240
78;76;0.5;240
76;75;0.4;240
78;77;0.6;240
78;230;0.7;240
262;59;0.9;240
59;126;0.75;240
126;198;0.5;240
83;87;0.6;240
87;85;0.65;240
87;82;0.4;240
82;81;0.5;240
81;87;0.8;240
87;143;0.8;240
143;81;0.45;240
143;80;0.6;240
80;79;0.5;240
143;261;1.25;240
143;286;2.1;240
286;237;0.3;240
286;136;1.3;240
136;237;3.5;240
237;257;1.4;240
257;176;0.3;240
257;103;0.4;240
103;87;0.4;240
136;288;0.8;240
288;229;0.35;240
288;195;1.3;240
195;287;1.3;240
287;136;0.7;240
136;17;1.15;240
17;129;0.4;240
129;287;1;240
17;11;2.6;240
11;100;1.3;240
11;143;5;400
11;65;4.2;240
59;85;0.65;240